41.72123894	0.503275756	2.628181818	ale	4.015384615	16.73	10.45278947	93	13.44	55.33714286
42.42920354	0.52551218	1.776363636	ale	4.092307692	16.72	10.99952632	103	12.24	58.38
45.88053097	0.443232788	2.628181818	ale	4.276923077	16.68	13.45636842	178	10.92	58.38285714
45.30530973	0.471667792	1.806363636	ale	4.126153846	18.84	9.202736842	166	10.92	58.52571429
38.97787611	0.392845762	2.272727273	ale	4.015384615	16.77	9.457894737	44	10.56	58.9
41.1460177	0.396443611	0.885454545	ale	4.021538462	16.5	13.02610526	78	14.16	59.41428571
45.39380531	0.466171648	1.980909091	ale	4.563076923	16.64	11.44852632	170	12.96	60.01857143
38.2699115	0.472478164	2.099090909	ale	4.313846154	16.68	12.32826316	31	12.48	60.35571429
43.53539823	0.435870902	1.342727273	ale	4.061538462	16.78	10.81915789	122	12.6	60.46571429
37.29646018	0.367897245	2.104545455	ale	4.326153846	16.63	13.30068421	4	13.08	61.84571429
42.29646018	0.250667315	1.019090909	lager	3.806153846	15.94	2.924894737	101	12.6	37.03428571
44.86283186	0.185199475	2.102727273	lager	4.009230769	15.9	6.608789474	155	14.28	46.39857143
40.88053097	0.264555015	1.06	lager	3.716923077	17.08	7.411210526	69	15.24	47.32857143
40.52654867	0.237383712	1.767272727	lager	4.033846154	16.01	13.27905263	64	13.44	48.32857143
41.27876106	0.31818079	1.366363636	lager	3.756923077	16.19	8.915368421	81	15.36	50.07857143
42.5619469	0.238442508	0.774545455	lager	3.526153846	18.74	8.155894737	107	9	51.59714286
41.58849558	0.211766681	1.461818182	lager	3.587692308	16.88	5.340684211	89	14.76	52.15428571
39.24336283	0.156837113	0.689090909	lager	3.636923077	16.72	6.820842105	46	11.28	53.18857143
45.0840708	0.298799689	1.331818182	lager	4.206153846	16.25	10.28584211	162	14.76	53.38285714
43.97787611	0.271177799	1.419090909	lager	3.849230769	16.73	9.530947368	131	12.48	53.57428571
37.96017699	0.228401767	1.559090909	stout	3.950769231	17.96	5.386315789	19	10.68	71.69857143
37.34070796	0.221810849	1.638181818	stout	3.855384615	20.51	5.596842105	6	9.84	73.13714286
38.13716814	0.233793401	4.762727273	stout	4.147692308	16.67	6.252105263	23	6.84	73.39428571
41.45575221	0.260993144	1.352727273	stout	3.978461538	17.81	3.865789474	85	9.24	74.15714286
44.02212389	0.172410662	2.191818182	stout	4.033846154	16.9	7.546947368	134	7.32	74.67857143
39.95132743	0.272586785	5.217272727	stout	4.412307692	16.68	6.008368421	54	6.84	74.75714286
40.03982301	0.347918901	2.859090909	stout	4.178461538	17.58	7.340842105	56	8.88	74.88714286
43.97787611	0.266770262	3.775454545	stout	4.347692308	19.1	7.356	132	7.32	75.89428571
45.34955752	0.255529552	1.301818182	stout	4.16	18.17	3.243578947	169	10.68	76.18285714
41.19026549	0.283402606	2.620909091	stout	4.123076923	19.6	7.554947368	80	8.04	79.13428571
